event_id,created_at,user_id,error_type,context,candidates_shown,clicked_id,contacted_id,chosen_id,solved,user_rating,time_to_resolution_days,comment
322,2025-08-24 04:57:33,user_98,OS Installation,"{'budget': 'medium', 'urgency': 'low', 'district': 'Matale'}","['MAT068', 'GAM029', 'MON337', 'COL001', 'GAL094', 'ANU292', 'HAM122', 'VAV207']",MAT068,MAT068,MAT068,True,5,0.32,
323,2025-09-02 04:56:33,user_42,Boot Failure,"{'budget': 'high', 'urgency': 'low', 'district': 'Batticaloa'}","['BAT226', 'KUR266', 'POL302', 'KAN051', 'COL012', 'COL006', 'COL003']",KUR266,BAT226,BAT226,True,5,3.49,
324,2025-08-25 22:05:33,user_35,OS Installation,"{'budget': 'low', 'urgency': 'low', 'district': 'Badulla'}","['MON333', 'HAM133', 'GAM028', 'BAD321', 'MAT113', 'TRI211', 'MAT114', 'TRI221']",TRI211,BAD321,BAD321,True,5,2.44,
325,2025-08-20 20:29:33,user_74,Wi‑Fi Adapter Upgrade,"{'budget': 'high', 'urgency': 'low', 'district': 'Colombo'}","['KAL034', 'KEG363', 'COL005', 'MUL181', 'JAF141', 'RAT350', 'BAT240']",COL005,MUL181,COL005,True,5,1.18,
326,2025-08-21 21:51:33,user_105,Data Recovery,"{'budget': 'high', 'urgency': 'medium', 'district': 'Puttalam'}","['PUT271', 'PUT277', 'MAT065', 'COL003', 'MAT061']",MAT065,PUT271,PUT271,True,5,2.46,
327,2025-09-11 20:50:33,user_47,SSD Upgrade,"{'budget': 'medium', 'urgency': 'medium', 'district': 'Nuwara Eliya'}","['MAT070', 'MUL192', 'GAM029', 'MAT074', 'NUW081', 'MAT069']",MAT069,,NUW081,True,5,2.47,
328,2025-09-13 20:20:33,user_101,OS Installation,"{'budget': 'low', 'urgency': 'low', 'district': 'Vavuniya'}","['VAV207', 'COL012', 'GAM027', 'AMP241', 'KAL040', 'BAD322', 'ANU291']",VAV207,,VAV207,True,3,3.04,
329,2025-08-28 02:36:33,user_47,Wi‑Fi Adapter Upgrade,"{'budget': 'high', 'urgency': 'medium', 'district': 'Colombo'}","['KAL036', 'KEG365', 'KAN058', 'GAM021', 'COL007', 'NUW084', 'NUW088']",COL007,COL007,COL007,True,5,2.83,
330,2025-08-15 23:49:33,user_98,Laptop Screen Repair,"{'budget': 'high', 'urgency': 'medium', 'district': 'Ratnapura'}","['MAT107', 'KEG369', 'MAT106', 'COL003', 'RAT346', 'MAN167']",RAT346,RAT346,RAT346,True,4,1.99,
331,2025-09-13 01:19:33,user_94,Blue Screen (BSOD),"{'budget': 'medium', 'urgency': 'high', 'district': 'Kalutara'}","['VAV198', 'COL013', 'ANU295', 'MAT063', 'KIL154', 'RAT348', 'KAL037']",KAL037,,KAL037,False,3,4.9,
332,2025-08-27 22:05:33,user_105,Boot Failure,"{'budget': 'low', 'urgency': 'medium', 'district': 'Ampara'}","['AMP241', 'KIL157', 'HAM124', 'GAM023', 'GAM029', 'RAT350', 'KEG373']",AMP241,,AMP241,True,5,1.01,
333,2025-09-24 04:43:33,user_81,RAM Upgrade,"{'budget': 'low', 'urgency': 'high', 'district': 'Kegalle'}","['RAT357', 'PUT274', 'KEG365', 'GAL091', 'GAM022']",PUT274,GAL091,KEG365,True,5,2.66,
334,2025-08-23 20:23:33,user_21,Wi‑Fi Adapter Upgrade,"{'budget': 'low', 'urgency': 'low', 'district': 'Gampaha'}","['MUL183', 'NUW076', 'KIL158', 'GAM024', 'HAM135', 'GAM030', 'KUR257']",GAM030,,GAM030,True,5,1.84,
335,2025-09-07 21:32:33,user_63,Wi‑Fi Adapter Upgrade,"{'budget': 'high', 'urgency': 'high', 'district': 'Ratnapura'}","['POL310', 'KAL044', 'RAT358', 'MAT067', 'VAV199', 'GAM028', 'GAM016']",GAM028,RAT358,RAT358,True,5,1.17,
336,2025-08-29 20:17:33,user_89,GPU Overheat,"{'budget': 'low', 'urgency': 'medium', 'district': 'Jaffna'}","['MAT069', 'HAM125', 'KIL153', 'NUW077', 'KAL045', 'JAF136', 'GAM018', 'POL302']",JAF136,JAF136,JAF136,True,4,1.3,
337,2025-09-14 18:22:33,user_66,Blue Screen (BSOD),"{'budget': 'low', 'urgency': 'medium', 'district': 'Badulla'}","['KUR257', 'POL304', 'KAL036', 'MAT116', 'COL002', 'TRI216', 'BAD317', 'HAM129']",BAD317,TRI216,BAD317,True,4,2.69,
338,2025-08-24 04:34:33,user_21,GPU Overheat,"{'budget': 'high', 'urgency': 'medium', 'district': 'Polonnaruwa'}","['POL315', 'BAT238', 'KAN052', 'COL005', 'NUW079', 'MAT120']",POL315,POL315,POL315,True,5,0.23,
339,2025-09-14 05:03:33,user_113,GPU Overheat,"{'budget': 'low', 'urgency': 'low', 'district': 'Kegalle'}","['KAL035', 'KEG374', 'ANU300', 'MAT063', 'GAM030']",KEG374,,KEG374,True,5,0.24,
340,2025-09-20 04:32:33,user_84,GPU Overheat,"{'budget': 'high', 'urgency': 'medium', 'district': 'Matara'}","['GAM027', 'MAT106', 'KAN054', 'COL015', 'BAT229']",KAN054,,MAT106,True,5,1.63,
341,2025-09-09 18:06:33,user_71,Data Recovery,"{'budget': 'low', 'urgency': 'high', 'district': 'Mannar'}","['MAN169', 'KUR264', 'GAM024', 'MAN171', 'VAV197', 'COL014', 'HAM127']",MAN171,,MAN171,False,3,3.78,
342,2025-08-24 03:15:33,user_106,OS Installation,"{'budget': 'medium', 'urgency': 'high', 'district': 'Kegalle'}","['POL303', 'MUL185', 'JAF147', 'KIL151', 'COL004', 'KEG366', 'GAL092', 'KUR258']",KEG366,,KEG366,True,3,2.3,
343,2025-08-12 23:09:33,user_94,Laptop Screen Repair,"{'budget': 'medium', 'urgency': 'medium', 'district': 'Vavuniya'}","['COL004', 'NUW080', 'VAV199', 'BAD321', 'POL303']",BAD321,VAV199,VAV199,True,5,2.16,
344,2025-09-06 05:29:33,user_46,GPU Overheat,"{'budget': 'high', 'urgency': 'low', 'district': 'Vavuniya'}","['BAD325', 'BAT228', 'VAV206', 'COL002', 'COL001']",VAV206,VAV206,VAV206,True,4,1.63,
345,2025-09-17 00:39:33,user_102,Boot Failure,"{'budget': 'low', 'urgency': 'medium', 'district': 'Vavuniya'}","['COL006', 'COL014', 'TRI212', 'VAV201', 'VAV209', 'VAV197', 'KAN057']",VAV209,,VAV209,False,4,5.08,
346,2025-08-31 01:38:33,user_15,Laptop Screen Repair,"{'budget': 'high', 'urgency': 'low', 'district': 'Gampaha'}","['BAT228', 'GAM022', 'COL001', 'COL004', 'PUT279', 'KIL164']",GAM022,,GAM022,False,4,4.29,
347,2025-08-21 20:54:33,user_25,OS Installation,"{'budget': 'medium', 'urgency': 'low', 'district': 'Hambantota'}","['TRI213', 'COL001', 'MAT065', 'COL007', 'KAL042', 'HAM131']",HAM131,,HAM131,True,5,1.83,
348,2025-08-15 05:47:33,user_35,Laptop Screen Repair,"{'budget': 'medium', 'urgency': 'low', 'district': 'Trincomalee'}","['MAT062', 'COL001', 'TRI218', 'MAN178', 'NUW085', 'MUL185', 'AMP241']",TRI218,TRI218,TRI218,True,5,0.8,
349,2025-09-09 20:15:33,user_99,Blue Screen (BSOD),"{'budget': 'medium', 'urgency': 'medium', 'district': 'Polonnaruwa'}","['BAD319', 'KAN049', 'KUR259', 'MAT120', 'COL014', 'POL301', 'MAT107']",POL301,,POL301,False,2,7.78,
350,2025-08-26 01:59:33,user_78,GPU Overheat,"{'budget': 'low', 'urgency': 'medium', 'district': 'Hambantota'}","['NUW080', 'AMP247', 'GAM019', 'AMP246', 'PUT276', 'HAM130', 'GAL091', 'GAM027']",GAM027,HAM130,HAM130,True,5,2.58,
351,2025-08-23 03:14:33,user_45,PSU / Power Issue,"{'budget': 'low', 'urgency': 'low', 'district': 'Ratnapura'}","['BAD329', 'MAT110', 'KAL040', 'MUL185', 'MAN171', 'RAT355']",RAT355,RAT355,RAT355,True,4,3.5,
352,2025-08-25 03:26:33,user_39,Blue Screen (BSOD),"{'budget': 'low', 'urgency': 'high', 'district': 'Jaffna'}","['HAM125', 'MON336', 'KAL045', 'JAF137', 'KAN053', 'KIL156', 'KAL035']",JAF137,JAF137,JAF137,True,5,1.42,
353,2025-09-14 02:33:33,user_26,SSD Upgrade,"{'budget': 'medium', 'urgency': 'high', 'district': 'Hambantota'}","['GAM021', 'MUL192', 'HAM122', 'MAT068', 'BAD316', 'MAT071', 'NUW083']",MUL192,,HAM122,True,5,2.56,
354,2025-08-20 18:47:33,user_74,Laptop Screen Repair,"{'budget': 'high', 'urgency': 'high', 'district': 'Polonnaruwa'}","['MUL182', 'KEG361', 'HAM134', 'POL314', 'MAT106', 'KEG365']",POL314,POL314,POL314,True,4,1.14,
355,2025-08-30 21:33:33,user_64,PSU / Power Issue,"{'budget': 'medium', 'urgency': 'low', 'district': 'Polonnaruwa'}","['MON340', 'KEG370', 'KUR264', 'VAV206', 'KUR262', 'BAD321', 'BAT237', 'POL304']",POL304,POL304,POL304,True,5,1.58,
356,2025-08-28 18:31:33,user_113,PSU / Power Issue,"{'budget': 'high', 'urgency': 'medium', 'district': 'Matale'}","['MAT061', 'NUW077', 'MAN175', 'RAT348', 'MON341']",MAT061,MAT061,MAT061,True,5,0.46,
357,2025-08-15 02:07:33,user_47,Data Recovery,"{'budget': 'high', 'urgency': 'high', 'district': 'Badulla'}","['BAT230', 'KUR261', 'COL011', 'AMP246', 'BAD318', 'PUT272']",BAD318,PUT272,BAD318,True,4,4.49,
358,2025-08-23 19:27:33,user_119,Boot Failure,"{'budget': 'medium', 'urgency': 'low', 'district': 'Puttalam'}","['PUT277', 'RAT350', 'MAN176', 'MAT112', 'GAL091', 'PUT273', 'MAT115', 'MAT110']",PUT273,,PUT273,True,5,2.55,
359,2025-08-28 01:44:33,user_104,GPU Overheat,"{'budget': 'low', 'urgency': 'medium', 'district': 'Colombo'}","['GAM023', 'ANU300', 'MAT068', 'BAD326', 'COL012', 'TRI220']",COL012,,COL012,True,5,1.34,
360,2025-08-22 04:54:33,user_5,Laptop Screen Repair,"{'budget': 'high', 'urgency': 'low', 'district': 'Polonnaruwa'}","['COL007', 'BAT226', 'HAM126', 'POL303', 'KIL152']",POL303,,POL303,True,5,3.43,
361,2025-09-10 21:43:33,user_49,GPU Overheat,"{'budget': 'low', 'urgency': 'high', 'district': 'Jaffna'}","['MUL185', 'NUW087', 'MUL195', 'KAL038', 'JAF137', 'BAD325']",BAD325,JAF137,JAF137,True,4,0.53,
362,2025-09-12 04:57:33,user_80,OS Installation,"{'budget': 'medium', 'urgency': 'high', 'district': 'Nuwara Eliya'}","['JAF145', 'POL302', 'COL014', 'NUW087', 'MAN177', 'ANU294', 'MUL183']",NUW087,,NUW087,True,5,3.53,
363,2025-08-31 19:50:33,user_118,Boot Failure,"{'budget': 'low', 'urgency': 'high', 'district': 'Hambantota'}","['KAN060', 'KAL033', 'HAM131', 'KUR261', 'VAV204', 'GAM027', 'ANU299', 'ANU287']",HAM131,HAM131,HAM131,True,3,0.68,
364,2025-09-20 19:07:33,user_93,RAM Upgrade,"{'budget': 'low', 'urgency': 'low', 'district': 'Kalutara'}","['ANU288', 'NUW078', 'GAM016', 'AMP241', 'KAL031']",KAL031,KAL031,KAL031,True,5,2.0,
365,2025-08-17 02:00:33,user_109,Blue Screen (BSOD),"{'budget': 'medium', 'urgency': 'low', 'district': 'Nuwara Eliya'}","['NUW087', 'GAL102', 'MAT118', 'MAN170', 'BAD321']",MAN170,NUW087,NUW087,True,5,1.34,
366,2025-09-23 20:17:33,user_56,GPU Overheat,"{'budget': 'medium', 'urgency': 'medium', 'district': 'Kurunegala'}","['KUR256', 'COL002', 'HAM121', 'KEG361', 'COL011']",KUR256,KUR256,KUR256,True,4,0.59,
367,2025-09-09 02:44:33,user_26,OS Installation,"{'budget': 'medium', 'urgency': 'medium', 'district': 'Vavuniya'}","['BAD321', 'PUT274', 'KAN047', 'AMP247', 'VAV206']",VAV206,,VAV206,True,4,2.54,
368,2025-08-18 18:46:33,user_29,OS Installation,"{'budget': 'high', 'urgency': 'high', 'district': 'Kalutara'}","['POL307', 'KAL033', 'GAM019', 'BAT230', 'BAD330', 'AMP242', 'KAN059']",GAM019,,KAL033,True,5,3.58,
369,2025-08-13 04:34:33,user_104,SSD Upgrade,"{'budget': 'low', 'urgency': 'low', 'district': 'Batticaloa'}","['GAM023', 'BAT240', 'TRI213', 'NUW077', 'COL001', 'RAT358']",BAT240,BAT240,BAT240,True,4,2.9,
370,2025-09-07 03:40:33,user_71,RAM Upgrade,"{'budget': 'medium', 'urgency': 'medium', 'district': 'Badulla'}","['GAM016', 'BAD324', 'KAL033', 'KUR269', 'KAN054', 'ANU291', 'BAD323']",BAD323,,BAD323,True,5,3.18,
371,2025-08-22 03:47:33,user_31,Data Recovery,"{'budget': 'high', 'urgency': 'low', 'district': 'Polonnaruwa'}","['JAF136', 'VAV196', 'MON332', 'AMP253', 'COL014', 'POL304']",AMP253,POL304,POL304,True,5,3.27,
372,2025-09-14 05:16:33,user_11,RAM Upgrade,"{'budget': 'medium', 'urgency': 'medium', 'district': 'Kilinochchi'}","['COL010', 'MAT075', 'NUW085', 'KIL165', 'KAN058', 'KIL164']",KAN058,,KIL164,True,5,2.73,
373,2025-08-24 22:10:33,user_47,Blue Screen (BSOD),"{'budget': 'high', 'urgency': 'high', 'district': 'Ampara'}","['GAM023', 'NUW081', 'AMP250', 'TRI212', 'RAT356', 'KAL035', 'POL301']",AMP250,AMP250,AMP250,True,4,2.53,
374,2025-08-26 21:24:33,user_28,Data Recovery,"{'budget': 'high', 'urgency': 'high', 'district': 'Mannar'}","['MON337', 'GAL098', 'MAN166', 'RAT349', 'COL008', 'MUL189']",COL008,,MAN166,True,5,1.26,
375,2025-09-24 04:24:33,user_29,Boot Failure,"{'budget': 'low', 'urgency': 'high', 'district': 'Gampaha'}","['BAT228', 'GAM026', 'BAD323', 'POL303', 'RAT347']",BAD323,,GAM026,True,5,1.95,
376,2025-09-10 05:49:33,user_30,Boot Failure,"{'budget': 'high', 'urgency': 'medium', 'district': 'Trincomalee'}","['RAT349', 'KIL165', 'MON345', 'TRI214', 'RAT346', 'KAN046', 'RAT348', 'TRI220']",KAN046,TRI214,TRI214,False,2,5.75,
377,2025-09-18 20:11:33,user_101,PSU / Power Issue,"{'budget': 'medium', 'urgency': 'low', 'district': 'Batticaloa'}","['MUL184', 'BAD322', 'BAT230', 'HAM125', 'NUW084']",BAT230,,BAT230,True,4,1.55,
378,2025-08-13 23:56:33,user_49,Blue Screen (BSOD),"{'budget': 'medium', 'urgency': 'low', 'district': 'Puttalam'}","['PUT284', 'NUW089', 'ANU295', 'KAL034', 'TRI211']",PUT284,PUT284,PUT284,True,5,4.39,
379,2025-08-18 19:54:33,user_2,Laptop Screen Repair,"{'budget': 'high', 'urgency': 'low', 'district': 'Kalutara'}","['POL314', 'MON340', 'NUW076', 'GAM019', 'PUT273', 'KAL037', 'MAT073']",POL314,KAL037,KAL037,False,3,9.93,
380,2025-08-20 19:16:33,user_79,Wi‑Fi Adapter Upgrade,"{'budget': 'medium', 'urgency': 'high', 'district': 'Kilinochchi'}","['COL013', 'KAL042', 'MON333', 'KIL160', 'GAL097', 'KIL157', 'TRI211', 'KAN055']",KIL157,,KIL157,True,5,2.74,
381,2025-09-14 22:54:33,user_21,OS Installation,"{'budget': 'low', 'urgency': 'high', 'district': 'Badulla'}","['ANU297', 'BAD330', 'KAL034', 'MAN169', 'NUW090', 'JAF145']",KAL034,BAD330,BAD330,True,5,2.38,
382,2025-08-24 22:39:33,user_31,Blue Screen (BSOD),"{'budget': 'medium', 'urgency': 'high', 'district': 'Badulla'}","['BAD316', 'TRI211', 'TRI224', 'HAM126', 'GAM030', 'MON343', 'AMP252', 'PUT271']",PUT271,,BAD316,True,5,1.24,
383,2025-08-18 00:21:33,user_85,Boot Failure,"{'budget': 'medium', 'urgency': 'medium', 'district': 'Monaragala'}","['MON336', 'ANU298', 'BAD320', 'MAT067', 'KEG375']",ANU298,BAD320,MON336,True,5,2.57,
384,2025-09-06 01:02:33,user_54,Data Recovery,"{'budget': 'medium', 'urgency': 'high', 'district': 'Batticaloa'}","['MON332', 'KAN046', 'KEG365', 'POL304', 'KAL031', 'BAT240', 'KAN052']",BAT240,,BAT240,True,5,1.17,
385,2025-09-08 05:21:33,user_96,Data Recovery,"{'budget': 'low', 'urgency': 'medium', 'district': 'Kalutara'}","['MAT115', 'KAL043', 'COL013', 'KAN048', 'MAT074', 'BAT227']",KAL043,,KAL043,True,5,2.49,
386,2025-09-12 05:09:33,user_51,Blue Screen (BSOD),"{'budget': 'high', 'urgency': 'medium', 'district': 'Mannar'}","['HAM124', 'GAM022', 'ANU290', 'BAD318', 'MAN169', 'BAD322']",MAN169,MAN169,MAN169,True,5,1.55,
387,2025-09-19 18:48:33,user_5,SSD Upgrade,"{'budget': 'medium', 'urgency': 'low', 'district': 'Matale'}","['MAT071', 'VAV204', 'GAL102', 'KAN060', 'GAM017']",MAT071,MAT071,MAT071,True,5,2.17,
388,2025-08-12 02:06:33,user_85,PSU / Power Issue,"{'budget': 'medium', 'urgency': 'high', 'district': 'Colombo'}","['GAL102', 'ANU287', 'MUL187', 'COL015', 'HAM134', 'KUR259']",COL015,KUR259,COL015,True,5,2.21,
389,2025-09-17 23:21:33,user_6,OS Installation,"{'budget': 'high', 'urgency': 'low', 'district': 'Hambantota'}","['ANU289', 'HAM128', 'GAL099', 'GAM026', 'MAT114']",HAM128,HAM128,HAM128,True,5,1.53,
390,2025-09-21 19:05:33,user_86,Data Recovery,"{'budget': 'high', 'urgency': 'medium', 'district': 'Kandy'}","['BAD330', 'BAD318', 'KAN053', 'HAM131', 'HAM122']",KAN053,,KAN053,True,4,1.09,
391,2025-09-07 01:42:33,user_21,OS Installation,"{'budget': 'low', 'urgency': 'medium', 'district': 'Anuradhapura'}","['NUW083', 'ANU289', 'MAT118', 'ANU293', 'BAT226']",ANU289,ANU289,ANU289,True,4,3.33,
392,2025-09-10 18:04:33,user_61,OS Installation,"{'budget': 'low', 'urgency': 'medium', 'district': 'Monaragala'}","['BAD322', 'MON344', 'MON332', 'MAN171', 'TRI223', 'HAM121', 'MAN166']",HAM121,,MON332,True,5,3.05,
393,2025-09-21 19:53:33,user_18,Blue Screen (BSOD),"{'budget': 'medium', 'urgency': 'high', 'district': 'Badulla'}","['AMP241', 'KAN059', 'MON341', 'GAM026', 'MUL184', 'BAD320', 'GAL101']",BAD320,BAD320,BAD320,True,5,3.62,
394,2025-09-13 22:17:33,user_67,Data Recovery,"{'budget': 'high', 'urgency': 'high', 'district': 'Vavuniya'}","['VAV201', 'BAT226', 'NUW085', 'TRI224', 'COL013']",VAV201,VAV201,VAV201,True,4,2.33,
395,2025-08-15 02:40:33,user_63,RAM Upgrade,"{'budget': 'medium', 'urgency': 'high', 'district': 'Ampara'}","['KIL161', 'RAT359', 'NUW082', 'MAT075', 'KAL032', 'AMP241', 'POL304']",AMP241,,AMP241,True,5,1.27,
396,2025-08-18 03:00:33,user_95,OS Installation,"{'budget': 'high', 'urgency': 'medium', 'district': 'Colombo'}","['NUW085', 'GAM026', 'COL010', 'HAM121', 'RAT349', 'MON336', 'GAM016', 'PUT278']",COL010,COL010,COL010,True,4,3.27,
397,2025-09-05 18:21:33,user_100,Laptop Screen Repair,"{'budget': 'medium', 'urgency': 'high', 'district': 'Colombo'}","['KEG365', 'ANU287', 'JAF148', 'GAM030', 'COL015', 'MON339', 'GAL091', 'COL002']",COL015,,COL015,True,5,2.26,
398,2025-09-24 02:29:33,user_24,Wi‑Fi Adapter Upgrade,"{'budget': 'high', 'urgency': 'low', 'district': 'Matale'}","['KAN047', 'VAV197', 'ANU288', 'MAT075', 'POL310', 'GAM029']",GAM029,,MAT075,True,5,2.27,
399,2025-09-08 18:09:33,user_54,RAM Upgrade,"{'budget': 'low', 'urgency': 'medium', 'district': 'Ratnapura'}","['RAT349', 'MON342', 'KAN047', 'RAT348', 'HAM125', 'KIL160']",RAT349,RAT349,RAT349,True,4,1.3,
400,2025-09-14 21:09:33,user_14,PSU / Power Issue,"{'budget': 'high', 'urgency': 'high', 'district': 'Galle'}","['PUT276', 'KEG368', 'KIL153', 'JAF141', 'MAT071', 'GAM029', 'HAM126', 'GAL096']",GAL096,GAL096,GAL096,False,2,4.76,
401,2025-09-05 00:35:33,user_50,Wi‑Fi Adapter Upgrade,"{'budget': 'low', 'urgency': 'low', 'district': 'Colombo'}","['GAM016', 'PUT275', 'KAN051', 'JAF150', 'COL007', 'ANU290', 'NUW083', 'GAM030']",COL007,,COL007,False,3,2.48,
402,2025-08-18 18:02:33,user_10,SSD Upgrade,"{'budget': 'medium', 'urgency': 'high', 'district': 'Matara'}","['MAT111', 'NUW079', 'KIL162', 'VAV197', 'PUT272', 'MAT117']",MAT117,VAV197,MAT117,True,4,2.56,
403,2025-09-10 22:59:33,user_39,PSU / Power Issue,"{'budget': 'high', 'urgency': 'medium', 'district': 'Monaragala'}","['VAV198', 'COL010', 'MON334', 'ANU287', 'HAM122']",MON334,MON334,MON334,True,4,2.09,
404,2025-08-18 23:26:33,user_64,Blue Screen (BSOD),"{'budget': 'low', 'urgency': 'low', 'district': 'Mannar'}","['RAT358', 'RAT346', 'MAN169', 'MUL181', 'GAM027']",MUL181,MAN169,MAN169,True,5,1.43,
405,2025-08-24 19:13:33,user_100,PSU / Power Issue,"{'budget': 'high', 'urgency': 'low', 'district': 'Colombo'}","['KEG363', 'ANU299', 'COL003', 'GAM027', 'KAN058']",COL003,,COL003,True,5,3.02,
406,2025-09-12 00:34:33,user_59,SSD Upgrade,"{'budget': 'high', 'urgency': 'medium', 'district': 'Gampaha'}","['VAV198', 'BAD319', 'KAN053', 'GAM025', 'GAM027', 'JAF136', 'KAN056']",GAM025,GAM025,GAM025,True,5,0.68,
407,2025-08-31 19:58:33,user_57,Boot Failure,"{'budget': 'high', 'urgency': 'medium', 'district': 'Kandy'}","['BAD327', 'HAM129', 'KAN048', 'GAM029', 'KEG369']",KEG369,,KAN048,True,4,2.26,
408,2025-08-19 18:30:33,user_72,PSU / Power Issue,"{'budget': 'medium', 'urgency': 'medium', 'district': 'Mannar'}","['KEG362', 'VAV200', 'KUR260', 'POL307', 'MUL189', 'MAN174']",MAN174,,MAN174,True,5,0.55,
409,2025-08-13 23:05:33,user_23,Blue Screen (BSOD),"{'budget': 'low', 'urgency': 'high', 'district': 'Nuwara Eliya'}","['NUW083', 'COL002', 'BAT228', 'AMP242', 'COL011', 'MAN166']",BAT228,,NUW083,True,5,2.74,
410,2025-08-17 03:35:33,user_72,PSU / Power Issue,"{'budget': 'high', 'urgency': 'high', 'district': 'Colombo'}","['POL302', 'COL015', 'PUT277', 'COL013', 'VAV197', 'HAM131', 'HAM123']",COL013,COL013,COL013,True,5,2.34,
411,2025-09-17 23:18:33,user_83,RAM Upgrade,"{'budget': 'medium', 'urgency': 'low', 'district': 'Kegalle'}","['KEG364', 'BAT230', 'KAN046', 'BAT233', 'JAF142']",KEG364,,KEG364,True,4,2.97,
412,2025-09-20 00:13:33,user_41,OS Installation,"{'budget': 'low', 'urgency': 'low', 'district': 'Ampara'}","['JAF144', 'HAM128', 'AMP249', 'RAT357', 'TRI223']",AMP249,AMP249,AMP249,True,5,0.91,
413,2025-09-16 04:48:33,user_40,OS Installation,"{'budget': 'low', 'urgency': 'medium', 'district': 'Vavuniya'}","['KAN053', 'VAV209', 'BAD322', 'MAT063', 'GAL101', 'NUW078', 'TRI214']",VAV209,VAV209,VAV209,True,4,3.08,
414,2025-09-05 00:58:33,user_58,Blue Screen (BSOD),"{'budget': 'low', 'urgency': 'medium', 'district': 'Galle'}","['BAD325', 'BAD316', 'GAL093', 'KAL037', 'BAD322', 'JAF141']",GAL093,GAL093,GAL093,True,3,1.23,
415,2025-09-10 02:21:33,user_70,RAM Upgrade,"{'budget': 'medium', 'urgency': 'medium', 'district': 'Mullaitivu'}","['MUL195', 'ANU286', 'GAM023', 'GAM017', 'VAV200', 'KAL035', 'KAN047']",MUL195,MUL195,MUL195,True,4,3.07,
416,2025-08-10 19:23:33,user_61,Data Recovery,"{'budget': 'low', 'urgency': 'medium', 'district': 'Kegalle'}","['KEG366', 'MAT106', 'COL001', 'TRI224', 'NUW088', 'VAV197', 'BAT227']",KEG366,KEG366,KEG366,False,2,7.24,
417,2025-08-29 19:53:33,user_58,Blue Screen (BSOD),"{'budget': 'low', 'urgency': 'medium', 'district': 'Nuwara Eliya'}","['NUW090', 'KIL160', 'JAF141', 'NUW080', 'POL309', 'BAD329', 'VAV208']",NUW090,,NUW090,True,5,2.98,
418,2025-08-16 21:54:33,user_17,Data Recovery,"{'budget': 'low', 'urgency': 'high', 'district': 'Vavuniya'}","['HAM127', 'POL301', 'COL007', 'KAN046', 'VAV199', 'RAT356', 'KAL037', 'BAT231']",VAV199,VAV199,VAV199,True,4,2.65,
419,2025-09-10 18:43:33,user_57,Laptop Screen Repair,"{'budget': 'medium', 'urgency': 'low', 'district': 'Batticaloa'}","['MAT114', 'MAN166', 'GAL093', 'BAT236', 'PUT273', 'KAL039']",MAN166,BAT236,BAT236,False,3,2.79,
420,2025-09-16 03:26:33,user_62,GPU Overheat,"{'budget': 'high', 'urgency': 'high', 'district': 'Nuwara Eliya'}","['NUW087', 'GAM028', 'KEG361', 'ANU286', 'GAM023', 'VAV204', 'PUT273']",NUW087,,NUW087,True,5,2.06,
421,2025-08-21 23:19:33,user_74,Blue Screen (BSOD),"{'budget': 'medium', 'urgency': 'medium', 'district': 'Puttalam'}","['TRI224', 'BAD318', 'KUR257', 'MON337', 'PUT279', 'HAM133']",PUT279,PUT279,PUT279,True,5,1.75,
422,2025-09-01 22:18:33,user_79,Boot Failure,"{'budget': 'medium', 'urgency': 'low', 'district': 'Hambantota'}","['MUL194', 'HAM125', 'POL303', 'AMP242', 'TRI212']",HAM125,,HAM125,True,5,2.78,
423,2025-08-29 02:35:33,user_22,PSU / Power Issue,"{'budget': 'medium', 'urgency': 'medium', 'district': 'Nuwara Eliya'}","['MAT107', 'POL301', 'NUW081', 'BAD319', 'RAT348']",NUW081,NUW081,NUW081,False,3,7.65,
424,2025-08-29 18:37:33,user_71,RAM Upgrade,"{'budget': 'high', 'urgency': 'medium', 'district': 'Kegalle'}","['GAM016', 'COL008', 'KEG372', 'BAD316', 'COL012', 'GAM029', 'AMP241']",COL008,KEG372,KEG372,True,4,2.17,
425,2025-08-22 02:47:33,user_32,Boot Failure,"{'budget': 'high', 'urgency': 'low', 'district': 'Mannar'}","['MUL186', 'KEG372', 'GAL104', 'VAV210', 'MAN167', 'NUW077']",MAN167,MAN167,MAN167,False,2,6.61,
426,2025-08-18 05:40:33,user_94,PSU / Power Issue,"{'budget': 'low', 'urgency': 'low', 'district': 'Mullaitivu'}","['TRI222', 'MUL182', 'NUW090', 'GAM029', 'MAT106', 'MAT069']",MAT106,,MUL182,True,5,1.39,
427,2025-09-21 22:19:33,user_87,OS Installation,"{'budget': 'medium', 'urgency': 'medium', 'district': 'Monaragala'}","['MON343', 'MAT064', 'NUW083', 'GAM020', 'GAM017', 'KAN060']",KAN060,MON343,MON343,True,4,1.93,
428,2025-09-15 23:32:33,user_54,OS Installation,"{'budget': 'medium', 'urgency': 'low', 'district': 'Matara'}","['ANU290', 'KAN050', 'KAN048', 'MAT106', 'PUT281', 'KEG367', 'PUT280', 'GAL094']",ANU290,,MAT106,True,4,0.27,
429,2025-09-03 21:35:33,user_34,Boot Failure,"{'budget': 'low', 'urgency': 'low', 'district': 'Kegalle'}","['KUR256', 'KIL152', 'MAT061', 'KEG374', 'KUR269', 'GAL101', 'KEG365', 'KUR259']",KEG374,KEG374,KEG374,True,4,2.4,
